,tweets,likes,time
167,"@Timesofgaza MashaAllah , you Gaza people are same like Sahaba (R.A) families , 
Salam to all Gaza Mothers , Sisters and Children , Israel Yehudi &amp; Saudis are Losers , GAZA Families , our beloved Mothers , Sisters &amp; Children you are Winners , Gaza Win 
#GenocideinGaza 
#HearGaza 
#Gaza https://t.co/XYoIcVcofG",0,2021-05-20 20:24:09
168,"RT @seketulawan: “Gencatan senjata bermaksud Israel menyerah kalah.”
.
Takbir!! https://t.co/Hk3sVjQwnk",0,2021-05-20 20:24:09
169,"RT @TheTomRiddle001: Facebook is supporting a terrorist organization called Israel. @Facebook
#RacistMarkZuckerberg 
#GazaUnderAttackk 
#IS…",0,2021-05-20 20:24:09
170,RT @ReutersLatam: Israel y Hamás acuerdan una tregua tras la mediación de Egipto #Gaza https://t.co/SZsMH0UfD2,0,2021-05-20 20:24:09
171,@manonhisown69 @CNBC Israel can't wipe Palestine so its seize fire,0,2021-05-20 20:24:09
172,"RT @TheLeftTea: Israel has agreed to a ceasefire, but I really hope a lot of you don't go back to sleep. 

In 2014, 2000+ Palestinians were…",0,2021-05-20 20:24:09
173,"RT @israelmerino_: Solo hice mi trabajado. Cubrí una manifestación y difundí los vídeos. 

Me han amenazado de muerte, han difundido la ubi…",0,2021-05-20 20:24:09
174,"RT @israelmerino_: Solo hice mi trabajado. Cubrí una manifestación y difundí los vídeos. 

Me han amenazado de muerte, han difundido la ubi…",0,2021-05-20 20:24:09
175,"RT @jvplive: The international community needs to intervene and stand up for Palestinian rights. This letter, written by over 200 Israeli J…",0,2021-05-20 20:24:09
176,"RT @Kind_regards__: There is no ""but"". 
You're either pro occupation or you're anti occupation. 
Take Israel and Jews and Muslims and Pales…",0,2021-05-20 20:24:09
177,"Director of Communications @fahrettinaltun: ""Israel, sole responsible for war crimes in Al-Quds, West Bank and Gaza, must be stopped immediately.""

https://t.co/8frqN4Z6F8",0,2021-05-20 20:24:08
178,"RT @minarq132: Modus operandi de Hamas. (Al bocachancla que me ha dicho que me he dejado la tilde en Hamas, recordarle que no es una palabr…",0,2021-05-20 20:24:08
179,"RT @Sana_Jamal: ""Driven by arrogance and emboldened by impunity, Israel has mounted a relentless onslaught on the occupied and beleaguered…",0,2021-05-20 20:24:08
180,RT @Shambles151: Israel is wiping out entire Gazan families on purpose https://t.co/ytCPhWFJAy,0,2021-05-20 20:24:08
181,"RT @JuFoDIG: Heiko Maas: „Deutschland steht ohne Wenn und Aber zu unserer Freundschaft mit #Israel, das sich gegen den Raketenterror der #H…",0,2021-05-20 20:24:08
182,"RT @AJEnglish: LIVE: Israel and Hamas agree on a ceasefire.

Read more: https://t.co/hagOZm2mMW https://t.co/GXiJ8rdRJd",0,2021-05-20 20:24:08
183,"LO ÚLTIMO: Israel y Hamás, movimiento islamista en el poder en la franja de Gaza, anunciaron que se aprobó un acuerdo de cese al fuego para poner fin a once días de sangrientos enfrentamientos, que dejó la muerte de más de 240 personas, en su mayoría palestinos. https://t.co/H0xaaV5PfZ",0,2021-05-20 20:24:08
184,"RT @alexbkane: 🚨 🚨 🚨 Following @AOC’s lead, Bernie Sanders will introduce a bill to block the sale of bombs to Israel. This is historic. An…",0,2021-05-20 20:24:08
185,RT @Avicenna_Razi: A Palestinian woman who lost her home during the bombing of the occupying terrorist Israel gave birth to her baby at sch…,0,2021-05-20 20:24:08
186,RT @BBCBreaking: Israel agrees ceasefire after 11-day conflict with Palestinian militants which killed 232 in Gaza and 12 in Israel https:/…,0,2021-05-20 20:24:08
187,RT @GoodPoliticGuy: BREAKING: Israel has reportedly agreed to a cease-fire. This will not bring back the dozens of children massacred by wa…,0,2021-05-20 20:24:08
188,RT @BBCBreaking: Israel agrees ceasefire after 11-day conflict with Palestinian militants which killed 232 in Gaza and 12 in Israel https:/…,0,2021-05-20 20:24:08
189,"RT @IslamEssa_Gaza: #GazaUnderAttackk 🔥🇵🇸🔥 #Gaza
Heavy Israeli bombing on Gaza continues despite reports about Israel's announcement that i…",0,2021-05-20 20:24:08
190,RT @AlertaNews24: 🇮🇱🇵🇸 | AHORA: Faltan 3 horas y 33 minutos para el inicio de la tregua entre Israel y Hamás.,0,2021-05-20 20:24:08
191,"Proibido Israel neste perfil

Sujeito a pauladas",0,2021-05-20 20:24:08
192,"RT @AP: Two of Gaza’s most prominent doctors, including the No. 2 in its coronavirus task force, were killed during Israeli barrages. Just…",0,2021-05-20 20:24:08
193,RT @MairavZ: Israeli evening news is reporting that residents of southern Israel are disappointed with the impending ceasefire. They want H…,0,2021-05-20 20:24:08
194,"RT @MastaniFarah: At least 75,000 Palestinians displaced due to Israeli attacks on Gaza,says UN

Israel is like Evil root continue to bear…",0,2021-05-20 20:24:08
195,Breaking news: Israel and Hamas have agreed a ceasefire after 11 days of fighting https://t.co/isdFDfM4ZQ https://t.co/qBnQuDdWrL,0,2021-05-20 20:24:08
196,"RT @KhuloodBadawi: A heartbreaking story of a day in the life of a #child in #Gaza. Listen to her, watch and listen to 10 year old Nadine!…",0,2021-05-20 20:24:08
197,"RT @Pantouflex_fr: Les droitards soutenant Israël sont complice de crime contre l'humanité
Dans un aveuglement total , incapable de voir qu…",0,2021-05-20 20:24:08
198,"RT @Mobeen44138867: Atleast 75,000 Palestinians displaced due to israel attack on gaza : Un https://t.co/rHYBpc5Ysn",0,2021-05-20 20:24:07
199,"RT @IzzyOdeb: Neighbour: Israel will you eat rice?

Me: *looks at my mom

My Mom: https://t.co/OlP0z8VJC8",0,2021-05-20 20:24:07
